	high_loss_example	low_loss_example	set_id	cataphora_condition	item_num	gpt2:high_loss	gpt2:low_loss	gpt2:loss_diff
4933	she was tossing the trains at the wall when Heather discovered some trains would no longer function.	Heather was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.477770805358887	5.163759708404541	0.3140110969543457
4934	she was tossing the trains at the wall when Tina discovered some trains would no longer function.	Tina was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.472697734832764	5.11850118637085	0.35419654846191406
4935	she was tossing the trains at the wall when Lori discovered some trains would no longer function.	Lori was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.611968517303467	5.146334648132324	0.4656338691711426
4936	she was tossing the trains at the wall when Patricia discovered some trains would no longer function.	Patricia was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.583289623260498	5.230103969573975	0.35318565368652344
4937	she was tossing the trains at the wall when Cynthia discovered some trains would no longer function.	Cynthia was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.573808193206787	4.998790740966797	0.5750174522399902
4938	she was tossing the trains at the wall when Pamela discovered some trains would no longer function.	Pamela was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.659817695617676	4.765019416809082	0.8947982788085938
4939	she was tossing the trains at the wall when Sandra discovered some trains would no longer function.	Sandra was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.592761993408203	5.283238887786865	0.3095231056213379
4940	she was tossing the trains at the wall when Wendy discovered some trains would no longer function.	Wendy was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5716447830200195	4.831829071044922	0.7398157119750977
4941	she was tossing the trains at the wall when Rebecca discovered some trains would no longer function.	Rebecca was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.534139633178711	5.20933723449707	0.3248023986816406
4942	she was tossing the trains at the wall when Becca discovered some trains would no longer function.	Becca was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.425086498260498	5.2960662841796875	0.12902021408081055
4943	she was tossing the trains at the wall when Nicole discovered some trains would no longer function.	Nicole was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.558251857757568	5.077642917633057	0.4806089401245117
4944	she was tossing the trains at the wall when Donna discovered some trains would no longer function.	Donna was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5281548500061035	4.9822306632995605	0.545924186706543
4945	she was tossing the trains at the wall when Deborah discovered some trains would no longer function.	Deborah was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.552803039550781	5.31186056137085	0.24094247817993164
4946	she was tossing the trains at the wall when Teresa discovered some trains would no longer function.	Teresa was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.628244876861572	5.195061206817627	0.4331836700439453
4947	she was tossing the trains at the wall when Christina discovered some trains would no longer function.	Christina was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.576941013336182	5.124289512634277	0.4526515007019043
4948	she was tossing the trains at the wall when Denise discovered some trains would no longer function.	Denise was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.571582794189453	5.13336181640625	0.4382209777832031
4949	she was tossing the trains at the wall when Sharon discovered some trains would no longer function.	Sharon was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.559337615966797	5.2532806396484375	0.3060569763183594
4950	she was tossing the trains at the wall when Linda discovered some trains would no longer function.	Linda was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.521918773651123	5.1317219734191895	0.3901968002319336
4951	she was tossing the trains at the wall when Maria discovered some trains would no longer function.	Maria was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.463988304138184	5.040881633758545	0.42310667037963867
4952	she was tossing the trains at the wall when Brenda discovered some trains would no longer function.	Brenda was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.582158088684082	4.919477462768555	0.6626806259155273
4953	she was tossing the trains at the wall when Barbara discovered some trains would no longer function.	Barbara was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.608053207397461	5.21085786819458	0.39719533920288086
4954	she was tossing the trains at the wall when Stacy discovered some trains would no longer function.	Stacy was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.6208062171936035	5.119158744812012	0.5016474723815918
4955	she was tossing the trains at the wall when Andrea discovered some trains would no longer function.	Andrea was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.481723785400391	5.229608535766602	0.25211524963378906
4956	she was tossing the trains at the wall when Cheryl discovered some trains would no longer function.	Cheryl was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.566234588623047	5.110388278961182	0.45584630966186523
4957	she was tossing the trains at the wall when Jessica discovered some trains would no longer function.	Jessica was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.46207857131958	4.962925434112549	0.49915313720703125
4958	she was tossing the trains at the wall when Kathleen discovered some trains would no longer function.	Kathleen was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.639077186584473	4.928358554840088	0.7107186317443848
4959	she was tossing the trains at the wall when Rhonda discovered some trains would no longer function.	Rhonda was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.383973598480225	5.10410213470459	0.27987146377563477
4960	she was tossing the trains at the wall when Debra discovered some trains would no longer function.	Debra was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.2778754234313965	5.115169048309326	0.1627063751220703
4961	she was tossing the trains at the wall when Stacey discovered some trains would no longer function.	Stacey was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.270876884460449	5.120851993560791	0.1500248908996582
4962	she was tossing the trains at the wall when Tonya discovered some trains would no longer function.	Tonya was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.380308151245117	5.017938137054443	0.36237001419067383
4963	she was tossing the trains at the wall when Nancy discovered some trains would no longer function.	Nancy was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.58381462097168	5.240176677703857	0.34363794326782227
4964	she was tossing the trains at the wall when Ruth discovered some trains would no longer function.	Ruth was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.540945529937744	5.242025375366211	0.2989201545715332
4965	she was tossing the trains at the wall when Grace discovered some trains would no longer function.	Grace was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.569057464599609	5.0527448654174805	0.5163125991821289
4966	she was tossing the trains at the wall when Florence discovered some trains would no longer function.	Florence was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.637307167053223	4.96275520324707	0.6745519638061523
4967	she was tossing the trains at the wall when Lucille discovered some trains would no longer function.	Lucille was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.360490322113037	5.076154708862305	0.2843356132507324
4968	she was tossing the trains at the wall when Jill discovered some trains would no longer function.	Jill was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.519087791442871	5.133253574371338	0.3858342170715332
4969	she was tossing the trains at the wall when Theresa discovered some trains would no longer function.	Theresa was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5825982093811035	5.538393020629883	0.0442051887512207
4970	she was tossing the trains at the wall when Dana discovered some trains would no longer function.	Dana was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.511833190917969	5.124946594238281	0.3868865966796875
4971	she was tossing the trains at the wall when Monica discovered some trains would no longer function.	Monica was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.542860984802246	5.125816822052002	0.41704416275024414
4972	she was tossing the trains at the wall when Paula discovered some trains would no longer function.	Paula was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.582945823669434	4.98817253112793	0.5947732925415039
4973	she was tossing the trains at the wall when Rachel discovered some trains would no longer function.	Rachel was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.4500932693481445	4.942724704742432	0.5073685646057129
4974	she was tossing the trains at the wall when Catherine discovered some trains would no longer function.	Catherine was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5749101638793945	5.316287517547607	0.2586226463317871
4975	she was tossing the trains at the wall when Sherry discovered some trains would no longer function.	Sherry was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.25222635269165	5.358778953552246	-0.1065526008605957
4976	she was tossing the trains at the wall when Rachelle discovered some trains would no longer function.	Rachelle was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.506964206695557	5.059362888336182	0.447601318359375
4977	she was tossing the trains at the wall when Gina discovered some trains would no longer function.	Gina was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.60142183303833	5.083498001098633	0.5179238319396973
4978	she was tossing the trains at the wall when Ann discovered some trains would no longer function.	Ann was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.531555652618408	5.085485935211182	0.44606971740722656
4979	she was tossing the trains at the wall when Anne discovered some trains would no longer function.	Anne was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.552958011627197	5.061251163482666	0.49170684814453125
4980	she was tossing the trains at the wall when Anna discovered some trains would no longer function.	Anna was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.430028438568115	4.982585906982422	0.44744253158569336
4981	she was tossing the trains at the wall when Kristin discovered some trains would no longer function.	Kristin was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.2850542068481445	4.918118476867676	0.36693572998046875
4982	she was tossing the trains at the wall when Leslie discovered some trains would no longer function.	Leslie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.560308933258057	5.164255142211914	0.3960537910461426
4983	she was tossing the trains at the wall when Sarah discovered some trains would no longer function.	Sarah was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.506171226501465	4.961579322814941	0.5445919036865234
4984	she was tossing the trains at the wall when Sara discovered some trains would no longer function.	Sara was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.521340370178223	5.079145431518555	0.44219493865966797
4985	she was tossing the trains at the wall when Jacqueline discovered some trains would no longer function.	Jacqueline was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.260513782501221	4.907303810119629	0.3532099723815918
4986	she was tossing the trains at the wall when Katherine discovered some trains would no longer function.	Katherine was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.647095203399658	5.319713115692139	0.32738208770751953
4987	she was tossing the trains at the wall when Renee discovered some trains would no longer function.	Renee was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.340410232543945	5.081839561462402	0.25857067108154297
4988	she was tossing the trains at the wall when Tara discovered some trains would no longer function.	Tara was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.567570686340332	5.050134658813477	0.5174360275268555
4989	she was tossing the trains at the wall when Diane discovered some trains would no longer function.	Diane was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.511387825012207	5.342796802520752	0.16859102249145508
4990	she was tossing the trains at the wall when Diana discovered some trains would no longer function.	Diana was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.498730659484863	5.196829795837402	0.30190086364746094
4991	she was tossing the trains at the wall when Carol discovered some trains would no longer function.	Carol was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.548346519470215	5.045719146728516	0.5026273727416992
4992	she was tossing the trains at the wall when Cindy discovered some trains would no longer function.	Cindy was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.574836730957031	4.930553436279297	0.6442832946777344
4993	she was tossing the trains at the wall when Sally discovered some trains would no longer function.	Sally was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.533397674560547	5.140233516693115	0.39316415786743164
4994	she was tossing the trains at the wall when Holly discovered some trains would no longer function.	Holly was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5112624168396	5.14642858505249	0.3648338317871094
4995	she was tossing the trains at the wall when Carrie discovered some trains would no longer function.	Carrie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.536146640777588	5.119363307952881	0.41678333282470703
4996	she was tossing the trains at the wall when Sheila discovered some trains would no longer function.	Sheila was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.566075325012207	5.095425605773926	0.47064971923828125
4997	she was tossing the trains at the wall when Tanya discovered some trains would no longer function.	Tanya was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.2555251121521	5.164790630340576	0.09073448181152344
4998	she was tossing the trains at the wall when Tamara discovered some trains would no longer function.	Tamara was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.257626056671143	5.057559013366699	0.20006704330444336
4999	she was tossing the trains at the wall when Margaret discovered some trains would no longer function.	Margaret was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.636537075042725	5.240497589111328	0.3960394859313965
5000	she was tossing the trains at the wall when Heidi discovered some trains would no longer function.	Heidi was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.55247163772583	5.208651065826416	0.34382057189941406
5001	she was tossing the trains at the wall when Kristen discovered some trains would no longer function.	Kristen was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.518850803375244	4.968008041381836	0.5508427619934082
5002	she was tossing the trains at the wall when Kirsten discovered some trains would no longer function.	Kirsten was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.281099319458008	5.05844259262085	0.2226567268371582
5003	she was tossing the trains at the wall when April discovered some trains would no longer function.	April was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5860514640808105	5.3072686195373535	0.27878284454345703
5004	she was tossing the trains at the wall when Carolyn discovered some trains would no longer function.	Carolyn was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.646646499633789	5.3114166259765625	0.33522987365722656
5005	she was tossing the trains at the wall when Victoria discovered some trains would no longer function.	Victoria was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.506234645843506	5.007246017456055	0.49898862838745117
5006	she was tossing the trains at the wall when Veronica discovered some trains would no longer function.	Veronica was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.545175075531006	5.370908737182617	0.17426633834838867
5007	she was tossing the trains at the wall when Lissa discovered some trains would no longer function.	Lissa was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.348301410675049	5.1859965324401855	0.16230487823486328
5008	she was tossing the trains at the wall when Regina discovered some trains would no longer function.	Regina was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.588647365570068	5.119650840759277	0.468996524810791
5009	she was tossing the trains at the wall when Suzanne discovered some trains would no longer function.	Suzanne was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.6128950119018555	5.264579772949219	0.3483152389526367
5010	she was tossing the trains at the wall when Laurie discovered some trains would no longer function.	Laurie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.526263236999512	4.993560791015625	0.5327024459838867
5011	she was tossing the trains at the wall when Deanna discovered some trains would no longer function.	Deanna was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.406546115875244	5.137474060058594	0.2690720558166504
5012	she was tossing the trains at the wall when Melanie discovered some trains would no longer function.	Melanie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5566935539245605	5.244690895080566	0.31200265884399414
5013	she was tossing the trains at the wall when Beth discovered some trains would no longer function.	Beth was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.477264881134033	5.307397365570068	0.16986751556396484
5014	she was tossing the trains at the wall when Melinda discovered some trains would no longer function.	Melinda was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.331582069396973	5.098505020141602	0.2330770492553711
5015	she was tossing the trains at the wall when Carla discovered some trains would no longer function.	Carla was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.301442623138428	5.056738376617432	0.2447042465209961
5016	she was tossing the trains at the wall when Karla discovered some trains would no longer function.	Karla was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.392653942108154	5.0752363204956055	0.31741762161254883
5017	she was tossing the trains at the wall when Jodi discovered some trains would no longer function.	Jodi was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.269758224487305	5.244998931884766	0.024759292602539062
5018	she was tossing the trains at the wall when Janet discovered some trains would no longer function.	Janet was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5297346115112305	5.128023147583008	0.40171146392822266
5019	she was tossing the trains at the wall when Valerie discovered some trains would no longer function.	Valerie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.59501838684082	5.351912498474121	0.24310588836669922
5020	she was tossing the trains at the wall when Tiffany discovered some trains would no longer function.	Tiffany was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.558868408203125	4.916502475738525	0.6423659324645996
5021	she was tossing the trains at the wall when Marla discovered some trains would no longer function.	Marla was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.382767677307129	5.146632671356201	0.23613500595092773
5022	she was tossing the trains at the wall when Kayla discovered some trains would no longer function.	Kayla was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.337587356567383	5.065017223358154	0.2725701332092285
5023	she was tossing the trains at the wall when Amelia discovered some trains would no longer function.	Amelia was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.595739364624023	5.139181137084961	0.4565582275390625
5024	she was tossing the trains at the wall when Amanda discovered some trains would no longer function.	Amanda was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5374979972839355	5.075637340545654	0.46186065673828125
5025	she was tossing the trains at the wall when Erin discovered some trains would no longer function.	Erin was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.489414215087891	4.944180488586426	0.5452337265014648
5026	she was tossing the trains at the wall when Danielle discovered some trains would no longer function.	Danielle was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5437703132629395	5.053722381591797	0.4900479316711426
5027	she was tossing the trains at the wall when Connie discovered some trains would no longer function.	Connie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5784220695495605	5.200693607330322	0.3777284622192383
5028	she was tossing the trains at the wall when Claire discovered some trains would no longer function.	Claire was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.520957946777344	5.152082920074463	0.36887502670288086
5029	she was tossing the trains at the wall when Colleen discovered some trains would no longer function.	Colleen was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.366796493530273	5.188512325286865	0.1782841682434082
5030	she was tossing the trains at the wall when Julia discovered some trains would no longer function.	Julia was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.534033298492432	5.076639652252197	0.4573936462402344
5031	she was tossing the trains at the wall when Sabrina discovered some trains would no longer function.	Sabrina was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.313608646392822	5.216296672821045	0.09731197357177734
5032	she was tossing the trains at the wall when Alicia discovered some trains would no longer function.	Alicia was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.606552600860596	4.968153476715088	0.6383991241455078
5033	she was tossing the trains at the wall when Naomi discovered some trains would no longer function.	Naomi was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.629931926727295	5.107965469360352	0.5219664573669434
5034	she was tossing the trains at the wall when Allison discovered some trains would no longer function.	Allison was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.554266929626465	5.222209930419922	0.33205699920654297
5035	she was tossing the trains at the wall when Martha discovered some trains would no longer function.	Martha was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.581673622131348	5.196204662322998	0.3854689598083496
5036	she was tossing the trains at the wall when Natalie discovered some trains would no longer function.	Natalie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.557768821716309	5.344965934753418	0.21280288696289062
5037	she was tossing the trains at the wall when Janice discovered some trains would no longer function.	Janice was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.253324508666992	5.148141384124756	0.10518312454223633
5038	she was tossing the trains at the wall when Vanessa discovered some trains would no longer function.	Vanessa was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.586927890777588	5.168577194213867	0.4183506965637207
5039	she was tossing the trains at the wall when Samantha discovered some trains would no longer function.	Samantha was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.604309558868408	4.93880033493042	0.6655092239379883
5040	she was tossing the trains at the wall when Beverly discovered some trains would no longer function.	Beverly was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.600156307220459	5.030184745788574	0.5699715614318848
5041	she was tossing the trains at the wall when Carmen discovered some trains would no longer function.	Carmen was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.5214948654174805	4.956449031829834	0.5650458335876465
5042	she was tossing the trains at the wall when Marie discovered some trains would no longer function.	Marie was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.476241111755371	4.996975421905518	0.4792656898498535
5043	she was tossing the trains at the wall when Becky discovered some trains would no longer function.	Becky was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.614215850830078	4.941796779632568	0.6724190711975098
5044	she was tossing the trains at the wall when Emily discovered some trains would no longer function.	Emily was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.439669609069824	4.970849990844727	0.46881961822509766
5045	she was tossing the trains at the wall when Rose discovered some trains would no longer function.	Rose was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.407881259918213	5.022137641906738	0.3857436180114746
5046	she was tossing the trains at the wall when Judy discovered some trains would no longer function.	Judy was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.454504013061523	4.922544002532959	0.5319600105285645
5047	she was tossing the trains at the wall when Ellen discovered some trains would no longer function.	Ellen was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.535696506500244	5.0196309089660645	0.5160655975341797
5048	she was tossing the trains at the wall when Helen discovered some trains would no longer function.	Helen was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.536867618560791	5.038980484008789	0.49788713455200195
5049	she was tossing the trains at the wall when Sonia discovered some trains would no longer function.	Sonia was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.65587043762207	5.238579273223877	0.41729116439819336
5050	she was tossing the trains at the wall when Jane discovered some trains would no longer function.	Jane was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.451907634735107	4.973471641540527	0.4784359931945801
5051	she was tossing the trains at the wall when Alice discovered some trains would no longer function.	Alice was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.467386722564697	5.002039432525635	0.4653472900390625
5052	she was tossing the trains at the wall when Elaine discovered some trains would no longer function.	Elaine was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.529615879058838	5.113038539886475	0.4165773391723633
5053	she was tossing the trains at the wall when Caroline discovered some trains would no longer function.	Caroline was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.535176753997803	5.200838088989258	0.3343386650085449
5054	she was tossing the trains at the wall when Meredith discovered some trains would no longer function.	Meredith was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.570253849029541	5.275376796722412	0.2948770523071289
5055	she was tossing the trains at the wall when Kendra discovered some trains would no longer function.	Kendra was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.222611904144287	5.3620405197143555	-0.13942861557006836
5056	she was tossing the trains at the wall when Irene discovered some trains would no longer function.	Irene was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.29275369644165	5.261636734008789	0.031116962432861328
5057	she was tossing the trains at the wall when Eva discovered some trains would no longer function.	Eva was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.509769439697266	5.009588718414307	0.500180721282959
5058	she was tossing the trains at the wall when Ella discovered some trains would no longer function.	Ella was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.295248031616211	5.253445148468018	0.04180288314819336
5059	she was tossing the trains at the wall when Candice discovered some trains would no longer function.	Candice was tossing the trains at the wall when she discovered some trains would no longer function.	HB02	A	11	5.3616557121276855	5.077859878540039	0.2837958335876465
5060	he stayed with underground writers when Liam was ordered to leave the country.	Liam stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.365841865539551	4.885532855987549	0.48030900955200195
5061	he stayed with underground writers when Bill was ordered to leave the country.	Bill stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.086299419403076	4.396337985992432	0.6899614334106445
5062	he stayed with underground writers when Steve was ordered to leave the country.	Steve stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.1828765869140625	4.4945783615112305	0.688298225402832
5063	he stayed with underground writers when Matt was ordered to leave the country.	Matt stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.176242351531982	4.498129844665527	0.6781125068664551
5064	he stayed with underground writers when Noah was ordered to leave the country.	Noah stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.23154354095459	4.617300510406494	0.6142430305480957
5065	he stayed with underground writers when Donald was ordered to leave the country.	Donald stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.096341133117676	4.466037273406982	0.6303038597106934
5066	he stayed with underground writers when Randolf was ordered to leave the country.	Randolf stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.320690631866455	4.708764553070068	0.6119260787963867
5067	he stayed with underground writers when Edward was ordered to leave the country.	Edward stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.155864238739014	4.477371692657471	0.678492546081543
5068	he stayed with underground writers when William was ordered to leave the country.	William stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.209900379180908	4.4951605796813965	0.7147397994995117
5069	he stayed with underground writers when Charles was ordered to leave the country.	Charles stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.119575500488281	4.465122699737549	0.6544528007507324
5070	he stayed with underground writers when Clyde was ordered to leave the country.	Clyde stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.363086223602295	4.320867538452148	1.0422186851501465
5071	he stayed with underground writers when Joseph was ordered to leave the country.	Joseph stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.053955078125	4.383178234100342	0.6707768440246582
5072	he stayed with underground writers when Robert was ordered to leave the country.	Robert stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.136430740356445	4.444826602935791	0.6916041374206543
5073	he stayed with underground writers when Theodore was ordered to leave the country.	Theodore stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.293661117553711	5.175024509429932	0.1186366081237793
5074	he stayed with underground writers when Michael was ordered to leave the country.	Michael stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.086474895477295	4.412806987762451	0.6736679077148438
5075	he stayed with underground writers when Mitchell was ordered to leave the country.	Mitchell stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.156764507293701	4.699114799499512	0.45764970779418945
5076	he stayed with underground writers when David was ordered to leave the country.	David stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.073127746582031	4.421778202056885	0.6513495445251465
5077	he stayed with underground writers when Andrew was ordered to leave the country.	Andrew stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.139963626861572	4.476390361785889	0.6635732650756836
5078	he stayed with underground writers when James was ordered to leave the country.	James stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.062466621398926	4.441802978515625	0.6206636428833008
5079	he stayed with underground writers when John was ordered to leave the country.	John stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.126830101013184	4.434898853302002	0.6919312477111816
5080	he stayed with underground writers when Christopher was ordered to leave the country.	Christopher stayed with underground writers when he was ordered to leave the country.	HB02	U	12	5.252381324768066	4.480042457580566	0.7723388671875
